coreproject,pmid,applid
R01AI032726,11414422,6559415
R29AI032726,10029316,2003796
R01AI032726,12139214,6559415
R29AI032726,12139214,2003796
R29AI032726,12439796,2003796
R01AI039561,12439796,6328739
R01AI032726,12439796,6559415
R21AI039561,12439796,2076623
R01AI032726,12957519,6559415
R29AI032726,15311164,2003796
R01AI032726,15317893,6559415
R29AI032726,8939719,2003796
R29AI032726,8501344,2003796
P50AI039461,9380467,7116846
R29AI032726,8691377,2003796
R01AI032726,10340481,6559415
R29AI032726,10464397,2003796
R01AI032726,10515831,6559415
R01AI032726,10546842,6559415
R29AI032726,10582170,2003796
R29AI032726,10590331,2003796
R01AI032726,10590331,6559415
P50AI039461,10590331,7116846
P50AI039461,11534635,7116846
R29AI032726,11534635,2003796
R29AI032726,12544079,2003796
R29AI032726,12563786,2003796
R29AI032726,11897134,2003796
R01AI032726,7930737,6559415
R29AI032726,7930737,2003796
F32AI008561,7723782,2058634
F32AI008561,7895832,2058634
R29AI032726,11695411,2003796
R29AI032726,11755191,2003796
R29AI032726,11414422,2003796
R43AI033250,8282204,3489652
R44AI032822,8282204,2003809
R44AI033250,8282204,2068251
R43AI033250,7580878,3489652
R43AI032822,8282204,3489620
R43CA059077,7580878,2099719
R44AI033250,7580878,2068251
R43AI032822,7580878,3489620
R44AI032822,7580878,2003809
R01AI032883,9599194,2003810
P30AI028697,7622874,9646982
R01AI032883,7622874,2003810
R01AI032883,8828735,2003810
R01AI032883,8892039,2003810
U01AI035040,7930717,9458078
R01AI032883,7930717,2003810
P30AI028697,7930717,9646982
P30CA016042,9534988,11142160
U01AI035040,8892039,9458078
U01AI035040,9534988,9458078
R01AI032883,9534988,2003810
U01AI035040,7622874,9458078
U01AI035040,8828735,9458078
P30AI028697,8828735,9646982
R01AI020922,15102795,2390276
R01AI032951,15102795,2003822
R01AI032951,9573122,2003822
R21AI047576,11755413,6374510
R01AI032951,10228017,2003822
R01AI042287,10228017,7449617
R01AI032951,15153501,2003822
R21AI042287,15153501,6681997
R21AI042287,10228017,6681997
R01AI020922,10228017,2390276
R01AI042287,11755413,7449617
R01AI020922,15153501,2390276
R01AI032951,9009288,2003822
R01AI042287,15102795,7449617
R21AI042287,15102795,6681997
R01AI042287,15153501,7449617
R21AI042287,11755413,6681997
R01AI032951,9453627,2003822
R21AI042287,10655113,6681997
R01AI032951,10655113,2003822
R01AI042287,10655113,7449617
R01AI020922,10655113,2390276
R01AI032951,11755413,2003822
R01AI033525,11500437,6169939
R01AI032951,11500437,2003822
R01AI036554,14675810,6983442
R21AI049135,14512352,6511447
R29AI033259,15374858,2003856
R21AI049135,15374858,6511447
R29AI033259,7515257,2003856
R29AI033259,9973394,2003856
R29AI033259,8970997,2003856
R29AI033259,7734193,2003856
R01AI036069,9435310,2672335
R29AI033259,9525642,2003856
R01AI027285,9435310,6169794
R29AI033259,10400748,2003856
R37AI036059,7572398,7234101
R29AI033259,7620162,2003856
R29AI033259,7840233,2003856
R01HL053949,10677534,7026960
R01HL047412,10677534,6017251
R01AI052737,14512352,6889974
R21AI049135,14675810,6511447
R29AI033259,9670934,2003856
R21AI049135,11675501,6511447
R01AI052737,14675810,6889974
R29AI033259,14675810,2003856
R29AI033259,14512352,2003856
R01HL047412,7840233,6017251
R29AI029894,7507180,2065296
R01NS035705,7507180,2556595
R01AI029107,7515257,3143810
P01HL024136,7840233,8646941
R01AI036186,8970997,6373397
R29AI033837,8970997,2068901
R01HL055205,10400748,2750502
R01HL033259,10677534,2519278
R29AI033259,10677534,2003856
R37HL053949,10677534,8444580
R01AI036554,11675501,6983442
T32MH015750,14675810,10870100
R44AI152737,15374858,10374833
R29AI033259,9435310,2003856
R29AI033259,11675501,2003856
F32HL009793,10677534,2735024
R29AI033259,7507180,2003856
R01AI029107,7507180,3143810
R01AI036059,7572398,2429426
R29AI033259,7572398,2003856
U01AI035040,7734193,9458078
R29AI033299,9647263,2003859
R21AI042704,11329066,2860714
R21AI042688,11329066,2673202
R29AI033299,8769604,2003859
R29AI033299,12195374,2003859
R29AI033299,7930716,2003859
R21AI044748,12195374,2887951
U01AI032915,9647263,2067835
K08HD001112,9647263,2857385
R21AI034747,11329066,6409125
R01AI034747,11329066,6170054
U01AI041536,12195374,6601024
R01AI045107,12195374,6170701
R29AI033299,11329066,2003859
P30CA046934,11329066,11079992
U01AI032915,7930716,2067835
U01AI032770,8769604,7150523
ZIABC010487,20227665,11187959
R37AI033303,20227665,7173809
R21AI076094,20227665,7442323
ZIABC010482,20227665,8349018
R37AI033303,18464893,7173809
R01AI042561,18464893,7231388
R21AI055037,16760907,6612504
P30AI027742,16760907,8053594
R37AI033303,18446227,7173809
R01AI055037,16760907,8673598
R01AI033303,9261346,2003860
R01AI033856,20227665,7435320
R01AI052014,20227665,10841496
R37AI033303,8882662,7173809
R01AI022470,8882662,7574421
R37AI033303,16760907,7173809
K08DK065498,16760907,7426832
R01AI033856,16760907,7435320
R01AI033303,18446227,2003860
R01AI033303,9721244,2003860
R37AI033303,9721244,7173809
K11AI000979,8882662,3085367
R01AI049131,20227665,6891068
ZIABC010481,20227665,10702360
R01AI033856,9261346,7435320
R37AI033303,9261346,7173809
R01AI033303,8882662,2003860
R01AI063987,20227665,8616712
R37CA089441,20227665,8878191
R01CA089441,20227665,6843756
R01AI033303,20227665,2003860
R01AI033303,16760907,2003860
R01AI033856,18446227,7435320
R01AI033303,18464893,2003860
R01AI077459,18464893,8259818
K04AI001344,10467982,2886014
R29DK042982,10467982,2142667
R01AI033451,9645615,2003878
K04AI001344,10725723,2886014
R01AI033451,10467982,2003878
K04AI001344,9645615,2886014
R01AI033451,10725723,2003878
N01AI005073,8804141,2294702
R29AI033466,8556398,2003881
R29AI033466,8804141,2003881
R29AI033466,9789912,2003881
R01ES007750,10189628,6747893
N01AI005073,8556398,2294702
R29AI033466,10189628,2003881
R01ES007750,9789912,6747893
T32GM008061,11807051,10397588
R29AI033494,7891746,2003885
R37AI033493,11807051,10868685
R01AI033493,11807051,6497262
R29AI033494,11807051,2003885
R01AI038399,11807051,2672559
R29AI033510,8119890,2003887
R01DK050771,9659281,2905826
R01CA054384,7768923,2095883
R01CA069294,9389544,7050107
R29AI033510,9389544,2003887
R01CA069294,9447986,7050107
R29AI033510,9139804,2003887
R29AI033510,9659281,2003887
R29AI033510,7768923,2003887
F32CA009289,8608221,2085207
R29AI033510,9447986,2003887
R01CA054957,8119890,3199413
R29AI033510,7534043,2003887
R01CA036896,7768923,2089194
R01CA067329,9139804,6896165
R01CA054384,8608221,2095883
R29AI033510,8608221,2003887
R01CA069294,9659281,7050107
R29AI033510,8650199,2003887
R29AI033510,10887520,2003887
R29AI033510,7935483,2003887
R23CA036896,7768923,3446530
R01CA069294,10887520,7050107
R29AI033536,11077265,2003892
R56AI032956,12760895,9242797
T32AI049820,15090513,10840792
R01AI033537,15090513,9828587
R29AI033537,15561870,2003893
R01AI045740,11207600,6736823
R01AI035950,11207600,7369813
R01AI040664,11207600,6209655
R01AI033537,11207600,9828587
R01AI033537,10419943,9828587
R01AI033537,10475965,9828587
R01AI033537,8300513,9828587
R29AI033537,9234759,2003893
R01AR052728,20375606,8796159
R01AI033537,20375606,9828587
R37AI052453,20375606,10661128
R29AI033537,19654018,2003893
R29AI033537,19717606,2003893
R29AI033537,22526673,2003893
R01AI033537,22526673,9828587
U54AI057159,18350160,8441630
R01DE013523,18350160,6634678
T32AI007061,18350160,10942098
U54AI057156,18936179,8440786
T32AI055438,18802102,7278776
R29AI033537,18802102,2003893
T32AI055449,18802102,10844637
R29AI033537,16030203,2003893
R29AI033537,16672596,2003893
R01GM060795,16672596,6636398
U54AI057156,16672596,8440786
R29AI033537,16980467,2003893
U54AI057156,15616593,8440786
U24DK058862,12704148,6635336
R29AI033537,12704148,2003893
R29AI033537,24214942,2003893
T32AI055449,24214942,10844637
R29AI033537,10475965,2003893
R01AI033537,14702298,9828587
R01GM031685,15090513,7883924
K12GM068524,20375606,10877860
R01AI052453,20375606,9242555
P01AI056295,22526673,7632087
R29AI033537,8577251,2003893
R29AI033537,11751813,2003893
R01AI033537,12533457,9828587
R29AI033537,12533457,2003893
R01AI033537,12704148,9828587
R29AI033537,15616593,2003893
R01AI033537,15616593,9828587
R01AI033537,16030203,9828587
R01AI032956,12760895,11000835
R01AI045842,12760895,7009300
R29AI033537,12761097,2003893
R01AI033537,12761097,9828587
R01AI048489,16672596,7454263
R29AI033537,16923785,2003893
P01AI056295,16923785,7632087
R01AI033537,24214942,9828587
U54AI057156,24214942,8440786
R01AI033537,19654018,9828587
R01AI033537,19717606,9828587
R01AI033537,16980467,9828587
P01AI056013,16672596,7188076
R01AI033537,15561870,9828587
R01AI033537,16923785,9828587
R29AI033537,10515943,2003893
R01AI033537,10515943,9828587
R29AI033537,15090513,2003893
T32DK007664,24214942,10914039
R21AI053442,18350160,6778387
R29AI033537,18350160,2003893
R01AI033537,17189374,9828587
R29AI033537,17189374,2003893
R01AI033537,11751813,9828587
R21AI065993,20375606,7230177
U54AI057156,18802102,8440786
R29AI033537,18667583,2003893
R29AI033537,18936179,2003893
R01AI033537,18936179,9828587
R21AI035950,11207600,2761610
R25GM056929,12760895,10592156
R37AI032956,12760895,7874594
R01AI033537,12760895,9828587
F31AI010535,12760895,6532651
R29AI033537,12760895,2003893
R01AI033505,12761097,6760080
R29AI033537,14702298,2003893
R29AI033537,9199422,2003893
R01AI033537,9199422,9828587
R01AI033537,9234759,9828587
R29AI033537,8300513,2003893
R01AI033537,8577251,9828587
R29AI033537,10419943,2003893
R29AI033537,11207600,2003893
R29AI033537,20375606,2003893
R01AI033537,16672596,9828587
U54AI057156,16923785,8440786
R01AI033537,18802102,9828587
P01AI057699,18802102,7491645
T32GM008361,18802102,11123981
U54AI057156,18350160,8440786
R01AI033537,18350160,9828587
R01AI033537,18667583,9828587
R01AR042426,9839446,7216290
R01AI033551,9839446,2003894
R01AI033551,8636439,2003894
R01AI033551,8623167,2003894
R01DK052232,8864133,2905967
R01AI028480,8864133,2064488
R01AI033551,8864133,2003894
R01AI033551,9089220,2003894
R01AI033551,8334160,2003894
R29AI033585,9200450,2003895
R29AI033585,8165719,2003895
R29AI033598,8911013,2003897
R29AI033598,7644858,2003897
R29AI033598,9815204,2003897
R29AI033598,8589241,2003897
R29AI033598,9447414,2003897
R29AI033598,7572966,2003897
R29AI033598,10922355,2003897
R01GM067143,7903551,6889536
R29AI033601,7913946,2003898
R29AI033601,7490113,2003898
R29AI033601,9371632,2003898
R29AI033601,8961509,2003898
R01AI032107,8961509,2067006
F05TW004609,7913946,3022285
R29AI033601,11016593,2003898
R29AI033601,8562499,2003898
R37AI020288,8562499,2061168
R01GM067143,8562499,6889536
T32AI007273,8562499,9980764
R29AI033601,7903551,2003898
R37AI020288,7903551,2061168
R29AI033601,7768622,2003898
R01CA055623,7768622,2096737
R21AI032107,8961509,2660287
R01AI020288,8562499,6341557
R29AI033601,9149869,2003898
R29AI033601,8912885,2003898
R01AI020288,7903551,6341557
P30CA016087,9500789,11114484
R01AI033605,9311996,2003899
R01AI033605,9500789,2003899
R01AI033605,9162094,2003899
R01AI033683,10568885,2003904
F32GM014373,7873541,3045898
R01AI033683,7873541,2003904
R01AI027435,7895169,2855960
R01AI027435,7873541,2855960
R01AI033683,7895169,2003904
R01AI033694,9703676,2003905
R01AI033694,9538871,2003905
R01AI033694,8056784,2003905
R01AI033694,8806783,2003905
R01AI033694,9574912,2003905
R01AI033694,11295183,2003905
R01AI033694,9247926,2003905
R01AI033694,9574907,2003905
R01AI033694,10404268,2003905
R01AI033694,11420104,2003905
R29AI033711,9525454,2003909
R29AI033711,7798534,2003909
R37AI051214,15546199,8804233
R21AI042007,9604120,2660386
R29AI033789,7500281,2003914
R01AI042007,11113881,6171108
R29AI033789,10087037,2003914
R01AI042007,10087037,6171108
R29AI033789,9753615,2003914
R21AI042007,9706044,2660386
R29AI033789,18092743,2003914
R43AI032805,7500281,3489599
R01AI042007,11180195,6171108
R29AI033789,9373726,2003914
R01AI042007,9706044,6171108
R01AI042007,9753615,6171108
R21AI042007,9753615,2660386
R29AI033789,17701325,2003914
R01AI051214,15546199,6864834
R01AI051214,18092743,6864834
R29AI033789,15832511,2003914
R29AI033789,15546199,2003914
R21AI042007,15832500,2660386
R01AI042007,15832500,6171108
R21AI042007,10087037,2660386
R29AI033789,9706044,2003914
R37AI051214,15832511,8804233
R01AI051214,17701325,6864834
R01AI042007,9604120,6171108
R29AI033789,9604120,2003914
R29AI033789,8710748,2003914
R21AI042007,11180195,2660386
R29AI033789,11180195,2003914
R29AI033789,11113881,2003914
R37AI051214,18092743,8804233
R29AI033789,15832500,2003914
R01AI051214,15832511,6864834
R21AI042007,11113881,2660386
R29AI033789,8742938,2003914
R37AI051214,17701325,8804233
R01AI035381,9832504,7196508
R01AI033824,9832504,2003915
R01AI033824,8876177,2003915
R01AI033856,9832504,7435320
R56AI035381,9832504,7919647
R01AI033824,9491887,2003915
P01AI027290,8102410,3091959
P01AI027290,8108397,3091959
R01CA040440,1647394,3180380
R01AI033826,1658614,2003916
R01HL042125,1658614,2028439
U01AI025784,2747633,3546796
R37CA029884,2847170,2087988
T32GM008111,2847170,10535351
U01AI025784,2158697,3546796
U01AI025784,2453925,3546796
R01AI033826,8497044,2003916
U01AI025784,8497044,3546796
R01AI028928,8226798,2064735
R01AI033826,8226798,2003916
R01AI033826,7494271,2003916
R29AI031816,7494271,2066753
U19AI028147,1920634,7879745
R01AI033826,2158697,2003916
U01AI025784,2170446,3546796
U01AI025784,2174502,3546796
U01AI028147,2238472,3547485
P01AI027290,2238472,3091959
R01AI033826,2250666,2003916
U01AI025784,1357190,3546796
U01AI025784,1805575,3546796
U01AI028147,2023946,3547485
U01AI023611,2536121,3546637
R01AI033826,2453925,2003916
U01AI025784,1658614,3546796
U01AI028147,1920634,3547485
U01AI025784,1930271,3546796
R01AI033826,1930271,2003916
R01HL042125,1989638,2028439
U01AI025784,1989638,3546796
U01AI025784,1996084,3546796
U01AI025784,8226798,3546796
P30AI027767,1629954,11134069
P01AI027290,1629954,3091959
P01AI027290,1805575,3091959
R01AI033826,1805575,2003916
P51RR000165,1854160,8334710
R01AI033826,1854160,2003916
P51OD011132,1854160,8840676
U01AI025784,1854160,3546796
R01HL042125,1854160,2028439
U01AI023611,2158697,3546637
R01HL042125,1326966,2028439
R01AI033826,1326966,2003916
P01AI027290,2023946,3091959
R01AI028928,11054265,2064735
R01CA029884,2847170,6579229
U01AI025784,2078028,3546796
U01AI025784,2078410,3546796
U01AI028147,2078410,3547485
R01CA040440,2158697,3180380
U01AI025784,2250666,3546796
U01AI025784,8108397,3546796
R01HL042125,2078028,2028439
R01AI033826,2078028,2003916
U19AI028147,2078410,7879745
R01AI033826,2078410,2003916
R01CA040440,2170446,3180380
P01AI083027,2170446,7936217
R01AI033826,2170446,2003916
R01HL042125,2174502,2028439
R01AI033826,2238472,2003916
U01AI025784,2238472,3546796
R01AI033826,1920634,2003916
U01AI025784,1920634,3546796
R01HL042125,1996084,2028439
R37CA029884,1805575,2087988
P01AI027290,2536121,3091959
R01AI033826,2847170,2003916
U01AI028147,8438588,3547485
U01AI025784,8438588,3546796
P30AI027767,8497044,11134069
U01AI023611,1647394,3546637
U01AI025784,1647394,3546796
R01AI033826,1647394,2003916
R01AI033826,1989638,2003916
U19AI028147,2023946,7879745
U01AI025784,1326966,3546796
U01AI025784,1404236,3546796
R01AI033826,1629954,2003916
R01HL042125,2159302,2028439
R01AI033826,2159302,2003916
P01AI027290,8438588,3091959
U19AI028147,8438588,7879745
R01AI033826,8438588,2003916
U01AI035282,7494271,2070854
R01CA029884,1805575,6579229
R01AI033826,8102410,2003916
P30AI027767,8102410,11134069
U01AI025721,8108397,3546771
R01AI033826,8108397,2003916
R01CA072823,11054265,2805595
U01AI025784,8102410,3546796
P30CA021765,8226798,11142247
U01AI025784,2847170,3546796
P01AI027290,8497044,3091959
R01AI028928,1551918,2064735
R01AI033826,1551918,2003916
U01AI025784,1551918,3546796
R01AI033826,1996084,2003916
U01AI026055,1996084,3547069
U01AI025784,2023946,3546796
R01AI033826,2023946,2003916
P01AI027290,2078410,3091959
U01AI025784,2159302,3546796
R01AI033826,2174502,2003916
R01AI033826,1404236,2003916
P01AI027290,1357190,3091959
P30AI027767,1357190,11134069
R01AI033826,1357190,2003916
R01AI033826,1538705,2003916
U01AI025784,1538705,3546796
R01HL042125,1538705,2028439
P01HL034343,2170446,8242752
U19AI028147,2238472,7879745
R01HL042125,2250666,2028439
U01AI025784,1629954,3546796
P01AI027290,1920634,3091959
R01HL042125,1930271,2028439
U01AI025784,7982217,3546796
R01AI033826,7982217,2003916
R01AI033826,11054265,2003916
R01AI033826,2536121,2003916
U01AI025784,2536121,3546796
R01AI033826,2747633,2003916
R01HL042125,2747633,2028439
R01AI033907,8901559,2003924
R01GM054610,9873000,6181196
R01GM054610,9742235,6181196
R01AI033907,9217066,2003924
R01AI033907,9657004,2003924
R01AI033907,9740127,2003924
R01GM054610,9740127,6181196
R01AI033907,9873000,2003924
R01AI033907,8599230,2003924
R01GM054610,9657004,6181196
R01AI033907,9742235,2003924
R01GM037552,9873000,8447592
R01AI033907,9126267,2003924
R01AI033973,10948117,2003929
R01AI011709,8529870,7188960
R01AI011709,11855942,7188960
R01AI011709,10948117,7188960
T32AI007362,11855942,7917208
R01AI033973,9284146,2003929
R01AI033973,11855942,2003929
R01AI033973,8529870,2003929
T32AI007362,10948117,7917208
T32AI007362,9284146,7917208
R01AI034010,9566766,2003933
R01AR039555,7561023,6534411
R01AI034215,7561023,2003947
R37AR039555,7561023,8319622
K08HL003016,9010252,6043646
R01CA067394,9583595,2654186
R01AI034215,9583595,2003947
R01AR031203,7561023,8242877
R01AI034215,8636447,2003947
R01AI034215,9010252,2003947
R01AR039555,8636447,6534411
R37AR039555,8636447,8319622
R01AR031203,8636447,8242877
R01AI034215,10202822,2003947
R01CA067394,10202822,2654186
U19AI034577,11929484,6170268
R01AI034486,11929484,7898901
U19AI034577,12047970,6170268
R56AI034486,9558110,8534381
U01AI034577,9569238,2003974
R29AI034486,9569238,2672237
R01AI034486,9569238,7898901
U01AI034577,9600497,2003974
R37AI009728,9600497,2059686
R29AI034486,9605159,2672237
R23AR036008,9631998,3446359
U19AI034577,7521368,6170268
U19AI034577,7602111,6170268
R29AI034486,7602111,2672237
R01DK032121,11374693,2138754
T32DK007198,11374693,10626552
R01AI015231,11374693,2060185
R01AI009728,11292023,7039136
U19AI034577,11748588,6170268
U01AI034577,10907394,2003974
R37AI009728,10907394,2059686
R01AI009728,10907394,7039136
R01AI034486,10856156,7898901
R29AI034486,10856156,2672237
R29AI034486,11714832,2672237
U19AI034577,10907394,6170268
U19AI034577,9780211,6170268
R37AI015231,9811220,3562539
R01AI015231,9811220,2060185
R37AI009728,9952375,2059686
U01AI034577,10352312,2003974
R01AR036008,10354184,2079115
R01AI015231,10354184,2060185
U01AI034577,10354184,2003974
U01AI034577,10371500,2003974
U19AI034577,10371500,6170268
R01AI009728,10385641,7039136
R37AI015231,10496315,3562539
U19AI034577,10496315,6170268
U01AI034577,10756213,2003974
U01AI034577,8864134,2003974
R23AR036008,9674394,3446359
U19AI034577,9674394,6170268
U01AI034577,9756205,2003974
R01AI015231,9756205,2060185
R01AI034486,10201955,7898901
R01AI009728,10496315,7039136
U19AI034577,8757214,6170268
U01AI034577,8757214,2003974
R01AR036008,8774144,2079115
U01AI034577,7798571,2003974
R23AR036008,7798571,3446359
R01AI034486,8627086,7898901
U01AI034577,8637259,2003974
R01AI015231,8676062,2060185
R29AI034486,8676062,2672237
R37AI015231,8557995,3562539
R56AI034486,8557995,8534381
U19AI034577,8616578,6170268
R29AI034486,7769121,2672237
R37AI015231,9376127,3562539
U01AI034577,9376127,2003974
R37AI015231,9218613,3562539
R01AI015231,9115757,2060185
U01AI034577,9155836,2003974
U19AI034577,9155836,6170268
R37AI015231,9155836,3562539
U19AI034577,9558110,6170268
R37AI015231,9569238,3562539
R56AI034486,11877300,8534381
U19AI034577,11877300,6170268
U19AI034577,12140466,6170268
R01AR036008,11112892,2079115
U01AI034577,11112892,2003974
U01AI034577,11292023,2003974
U01AI034577,10984373,2003974
U19AI034577,10984384,6170268
U01AI034577,16522463,2003974
R01AI009728,16522463,7039136
U01AI034577,16445504,2003974
U19AI034577,16445504,6170268
P01AI050494,19717523,6931935
R01AI009728,19717523,7039136
U01AI034577,16257006,2003974
U19AI034577,16257006,6170268
P01AI050494,17082653,6931935
R56AI034486,9376127,8534381
R29AI034486,9376127,2672237
U19AI034577,9376127,6170268
U19AI034577,9600497,6170268
U19AI034577,9605159,6170268
R01AI034486,9605159,7898901
U01AI034577,9605159,2003974
R29AI034486,9780211,2672237
R56AI034486,9780211,8534381
U01AI034577,9780211,2003974
R01AI009728,9811220,7039136
R37AI009728,9811220,2059686
U19AI034577,9811220,6170268
R37AI009728,9756205,2059686
R29AI034486,10352312,2672237
R56AI034486,10352312,8534381
U19AI034577,10072549,6170268
U01AI034577,10072549,2003974
R29AI034486,10385641,2672237
R37AI009728,10385641,2059686
R01AI034486,10385641,7898901
U01AI034577,10496315,2003974
R01AI015231,10496315,2060185
U19AI034577,10508829,6170268
U01AI034577,10508829,2003974
R01AI015231,9155836,2060185
R01AI015231,9631998,2060185
U01AI034577,9631998,2003974
R01AR036008,9631998,2079115
U19AI034577,7769121,6170268
U19AI034577,7544379,6170268
R37AI015231,7544379,3562539
R29AI034486,7544379,2672237
R01AI009728,7521368,7039136
R37AI009728,7521368,2059686
U01AI034577,7602111,2003974
R01AI015231,7602111,2060185
R01GM047286,7744803,6630299
U19AI034577,7798571,6170268
R01HL043146,7521368,2220876
R56AI034486,7769121,8534381
U19AI034577,11292023,6170268
R37AI009728,10756213,2059686
R01AI009728,10756213,7039136
U19AI034577,10984373,6170268
R01AI009728,9952375,7039136
U19AI034577,9952375,6170268
R01AI015231,8774144,2060185
R37AI015231,8774144,3562539
R29AI034486,8627086,2672237
R37AI015231,8616578,3562539
U19AI034577,11694677,6170268
U19AI034577,15131566,6170268
U01AI034577,10856156,2003974
U19AI034577,10856156,6170268
R01AI034486,10984373,7898901
R23AR036008,8708015,3446359
R01AR036008,8708015,2079115
U19AI034577,8708015,6170268
R29AI034486,8757214,2672237
R56AI034486,8757214,8534381
R23AR036008,8774144,3446359
R01AI015231,8627086,2060185
R56AI034486,8627086,8534381
U19AI034577,8637259,6170268
R01AI015231,8637259,2060185
R01AI015231,8648023,2060185
R01AI034486,8676062,7898901
U19AI034577,8676062,6170268
R56AI034486,8676062,8534381
R01AI015231,8864134,2060185
U01AI034577,8557995,2003974
R01AI015231,8557995,2060185
U19AI034577,8557995,6170268
R01AI009728,8864134,7039136
R29AI034486,9218613,2672237
R56AI034486,9218613,8534381
R01AI015231,9218613,2060185
U01AI034577,9363923,2003974
U01AI034577,11929484,2003974
R56AI034486,11929484,8534381
R01AI034486,11823532,7898901
R29AI034486,11877300,2672237
R37AI015231,11374693,3562539
R37AI015231,11112892,3562539
R01AI015231,11112892,2060185
R37AI015231,9674394,3562539
U19AI034577,9756205,6170268
U01AI034577,11714832,2003974
R01AI009728,11694677,7039136
R01AI049235,11714832,8048050
R56AI049235,11714832,8484603
U19AI034577,11716175,6170268
U01AI034577,12047970,2003974
U19AI034577,12829741,6170268
U01AI034577,12868012,2003974
U19AI034577,12868012,6170268
P01AI050494,16522463,6931935
R01AI015231,16445504,2060185
U01AI034577,19717523,2003974
P50AI011483,19717523,3104974
R37AI009728,19717523,2059686
R37AI009728,14610493,2059686
R01AI009728,14610493,7039136
U01AI034577,12140466,2003974
R01AI015231,12140466,2060185
R01AR036008,12140466,2079115
R37AI009728,17082653,2059686
R01AR036008,7798571,2079115
R37AI015231,7798571,3562539
R01AI015231,7798571,2060185
R56AI034486,7544379,8534381
R01AI015231,7544379,2060185
U01AI034577,7544379,2003974
R01AI034486,7544379,7898901
U19AI034577,7744803,6170268
U01AI034577,7744803,2003974
U19AI034577,10352312,6170268
U19AI034577,10354184,6170268
R29AI034486,10072549,2672237
R56AI034486,10072549,8534381
R01AI034486,10072549,7898901
R37AI015231,10508829,3562539
R29AI034486,10201955,2672237
R56AI034486,10201955,8534381
R37AI015231,8864134,3562539
R37AI009728,8864134,2059686
U01AI034577,9674394,2003974
R01AI035149,10371500,6373359
R37AI015231,9756205,3562539
R01AI009728,9756205,7039136
U19AI034577,9363923,6170268
R37AI009728,16257006,2059686
U01AI034577,9115757,2003974
U19AI034577,9115757,6170268
R01AI034486,8557995,7898901
U01AI034577,9558110,2003974
U19AI034577,9569238,6170268
R56AI034486,9569238,8534381
R37AI015231,7602111,3562539
T32AI007047,19717523,9060852
R01AI027517,16522463,7587343
R37AI009728,16522463,2059686
R37AI015231,16445504,3562539
R37AI009728,11694677,2059686
R23AR036008,12868012,3446359
R37AI015231,11929484,3562539
U01AI034577,11877300,2003974
R01AI009728,12047970,7039136
P01AI050494,12829741,6931935
U19AI034577,11714832,6170268
R37AI009728,11823532,2059686
U19AI034577,11823532,6170268
R01AI009728,9600497,7039136
R37AI015231,9600497,3562539
R56AI034486,9605159,8534381
R37AI015231,8708015,3562539
R01AI015231,8708015,2060185
R37AI015231,8748721,3562539
U19AI034577,8748721,6170268
R37AI015231,8757214,3562539
U01AI034577,8648023,2003974
R37AI015231,8648023,3562539
U19AI034577,8648135,6170268
U01AI034577,8676062,2003974
U01AI034577,9952375,2003974
R01AI034486,11230738,7898901
U19AI034577,10756213,6170268
U01AI034577,10856151,2003974
U19AI034577,10856151,6170268
R56AI034486,10984373,8534381
U01AI034577,10984384,2003974
R37AI009728,10984384,2059686
R01AI009728,11374693,7039136
U01AI034577,11374693,2003974
R56AI034486,11374693,8534381
R29AI034486,11374693,2672237
R56AI034486,10856156,8534381
P50AI011483,16522463,3104974
U19AI034577,16522463,6170268
R01AI009728,16257006,7039136
P01AI050494,16257006,6931935
R01AI034486,9780211,7898901
U01AI034577,9811220,2003974
T32AI007047,9952375,9060852
R01AI015231,11929484,2060185
R29AI034486,11929484,2672237
R37AI009728,12047970,2059686
R23AR036008,12140466,3446359
R37AI015231,12140466,3562539
U19AI034577,14610493,6170268
P50AI011483,14610493,3104974
U01AI034577,14610493,2003974
U01AI034577,15131566,2003974
R01AI034486,9218613,7898901
U01AI034577,9218613,2003974
U19AI034577,9218613,6170268
R37AI015231,9115757,3562539
R13AI035586,9115757,2071359
R01AI034486,9376127,7898901
R01AI015231,9376127,2060185
R01AI034486,9558110,7898901
R29AI034486,9558110,2672237
R01AI015231,9600497,2060185
R37AI015231,9631998,3562539
U19AI034577,9631998,6170268
R29AI034486,8557995,2672237
U19AI034577,8774144,6170268
U01AI034577,8774144,2003974
U19AI034577,8648023,6170268
U01AI034577,8648135,2003974
R37AI015231,8676062,3562539
R23AR036008,10354184,3446359
U19AI034577,10201955,6170268
U01AI034577,10201955,2003974
R56AI034486,10385641,8534381
U01AI034577,10385641,2003974
U19AI034577,10385641,6170268
R01AI034486,10352312,7898901
R37AI015231,10354184,3562539
R01AI015231,10508829,2060185
R01AI034486,11714832,7898901
R56AI034486,11714832,8534381
U01AI034577,11716175,2003974
U01AI034577,11230738,2003974
U19AI034577,11230738,6170268
R29AI034486,11230738,2672237
R01AI034486,11374693,7898901
R37AI009728,11292023,2059686
R23AR036008,11112892,3446359
U19AI034577,11112892,6170268
R01AI009728,11823532,7039136
R56AI034486,11823532,8534381
R29AI034486,11823532,2672237
U01AI034577,11823532,2003974
R01AI034486,11877300,7898901
U01AI034577,12829741,2003974
R01AR036008,12868012,2079115
U01AI034577,7521368,2003974
R01AI034486,7602111,7898901
R37AI015231,7769121,3562539
R01AI034486,7769121,7898901
U01AI034577,7769121,2003974
